customer_id,is_returning_customer
000097eabfd9,0
0000e2c6d9be,0
000133bb597f,1
00018269939b,0
0001a00468a6,0
0001d9036b5e,0
0001e1e04d7d,1
000235bf6618,0
0003647e5641,1
000387b95c2c,0
000399acea94,0
0003a90fbb9f,0
0003dba691e1,0
0004017c62e8,1
0004807d5643,0
0004b21c24c5,0
0004bae1b049,1
00052c23e24b,0
00053d1c1c98,0
000547bc1b89,0
000557d33f23,0
0005f8cd826d,0
0006488bdc8a,0
00066870ca92,1
0006c4da17e6,0
00071c8b2e3b,0
00075fe328b9,0
0007b9d73f44,0
0007c983219a,0
0007ed999da6,0
0008e8498a90,0
000922bc9fdf,1
000962ab00b8,0
000975df28d1,0
0009f922bf18,0
000a4348a2b5,1
000ab6e664de,0
000ac47bcdf3,0
000afe75dc19,1
000b63738c77,1
000c02f5e237,0
000c409df2da,1
000c424f35b7,0
000c8b9d6f52,0
000cbbc2ba83,0
000ce7ed5ef5,0
000cf86781fb,1
000d21b0f959,0
000d48ed2b1a,1
000db1d03767,0
000e250b6dcb,1
000e3b2cff4c,0
000e6b974ca0,1
000f46f31a35,1
000f6a94d004,0
000fa684aa60,0
000fb9847ef1,1
00105723b612,0
0011320c0c4e,1
0011683ab734,1
001173c24d30,0
0011b4b14277,0
0011f9b2693b,1
00128859d34f,1
0012b1474694,1
0012cc25c292,1
0012e3a3dfa6,0
001436554b7f,0
00143f72405c,0
00144f5638a1,0
0014a94ea42b,0
0014b19c9726,0
0014e8d20bfb,1
00150a28511e,1
001585cda921,0
0015b396da8b,0
001614af13c8,0
001678415b3e,0
0016a9931009,0
0016f596b5cc,1
00173abeba8e,0
00177902288d,0
0017c22cb7b6,0
0017ecedcdd2,1
00193d60a632,0
00195ea875c8,1
00198fa0fa8d,1
001a22fdd93e,1
001a947e5f30,0
001ae9f68533,1
001c728f292b,1
001cbd08e358,0
001d53539e98,0
001d95334cba,0
001de1b8cf24,0
001e65cd1f25,0
001e71fcbf89,0
001e8ed5eec7,0
001e9f48b37e,0
001ee9a9acc5,0
001f66ed47d1,0
001faefec797,0
0020d5bc5869,0
002172a13f29,0
0021bd58c137,0
0021f6512f82,0
002256ca5116,0
00226a6ac63a,0
0022e3090d67,0
00232c0cf0f4,1
00239b6a101e,0
0023db53267f,0
0023f1f680b8,0
0023f533ce17,0
0024905e43ed,0
0024b6c67a20,0
0024ce724bbe,0
002510a99a31,0
0025464037ef,1
002579a28079,0
0025af32e8e4,0
0025d23a7fc0,1
0025dd3896c4,1
00262f3a87d9,1
002660c9e379,0
0026b8675a7f,0
0026cd16b4d7,1
002719a09e1b,0
0027c1f1c46b,1
0027fff73569,1
0028302e6b17,1
002833a71161,0
002869d56837,1
0028847012f7,1
002885b7ab96,1
0028de376d6f,0
0028ebbaa3d9,0
002927523912,1
0029b994abe1,1
0029ba2accc5,1
0029e3501415,1
002b1717d6dd,0
002c0221801a,0
002c022dbbba,0
002c7355f324,0
002ce9a4b91d,1
002d18e1d384,0
002d2426f5a9,0
002d6a6de42c,0
002dd30d0a93,0
002e0b19f0ee,0
002ebaeaa7fe,0
002ef4d28189,0
002f540ff9e0,0
002f88a0fa71,0
003025ccef2c,0
003102effc8a,0
0031572ba815,0
00315c357e8e,0
00316f3e1f4a,0
0031fd5c8119,0
00320fc6d38a,1
0032b41ad95d,0
0032c6620745,0
0032db8c900e,0
0032eb8bd975,1
003349236d65,0
0033547b8568,0
00337d8863ff,0
00337e2a3a69,0
0033fd58ce3b,0
003405d5944f,1
00342666aacf,0
003444decdf0,0
00345de80d2e,1
003461f812a5,0
003480db6fc1,0
0034e242d484,0
0034f1387244,0
0035ebe045dc,0
00375bb70a55,0
0037f11e2a87,1
00380c0d7fc5,1
003823b6921d,1
00382521d593,0
0038253ad19f,0
00384a4b9089,0
0038d1c19393,1
00397df014d7,0
00398c327d5c,0
0039cf9f298e,1
003a4896155c,0
003a4c9b47c7,0
003a77fea645,0
003a84a21aba,0
003adf842ec7,0
003afeb21409,0
003b151b7031,1
003bc31b03eb,0
003bf1accd2c,0
003bf23ed1f5,0
003c00f551ee,0
003c3c0667fe,0
003c54af7900,1
003c58d2d120,1
003c7dff6a1f,1
003c840a92a7,0
003c8f9ad3cd,0
003c9b581a13,0
003ca678667a,0
003d7bb4de0d,0
003dd10f3c6c,0
003de7cbe01f,0
003e4dd189b2,0
003e72efaeec,0
003fb2d4bdb7,0
003fd540bb51,0
00404673c60f,0
00406d0b690d,0
0040bbb37ed2,0
004111dfb8f7,0
004136071043,1
004182ce338f,1
0042373068e6,1
004267e98e65,1
00426e80e91a,0
0042aa898c11,1
0042c24b5972,0
0042c8c2e047,0
004311497c6b,0
0043116130ff,0
004337e6caf3,0
00443b0d4589,0
00448de6b59f,0
00449d7330ed,0
00449f1b2b55,1
0044c35babfb,0
0045551ec623,0
00458352f83f,0
0045f0e7cdc2,1
00460d8213b6,0
0046b2192cf2,0
00475cc034b9,0
004787d280b8,0
0047e808bbc6,0
0047f2084237,0
0048325557bc,0
0048a21289ce,1
0049042ed931,0
0049165f6546,0
0049267055c3,0
0049270b404d,0
0049876674dc,0
00499e10449d,0
0049b994cb07,0
0049bb4f64bd,0
0049e1624567,0
004a4cdfaf59,0
004a513e6ed9,0
004a7d514daa,0
004b85db5838,1
004c4d801263,0
004cac8de8c9,0
004ce4b75036,1
004d06facc9b,0
004d12348903,0
004d2ddfbe5b,0
004d59d601bf,0
004d7a27bd18,0
004d8b86b332,0
004e0d355ef9,0
004e18e8d2cc,1
004e9a805cfa,1
004eed217393,0
004ef1e41435,1
004f4e80f5fc,0
004f5839aef1,0
004f8093d58e,0
004fa43798d4,0
004fc634f102,0
00504289af3a,1
0050bec31c54,1
0050e862d49e,1
005176e5d15f,0
00517aee16d8,0
0051cfb29a4f,0
0051e29f07a6,0
00521534a2b0,0
005222072320,0
005328b6351d,1
005332fbcb5a,1
0053a9aae83b,0
00542dbfef0f,0
00545f85fc40,0
005497f9fe0e,1
00549fa05fe2,0
0054ba562816,1
0054d60e7b4b,0
0054f639acbd,0
005567491c24,0
00557153a0d6,0
0055d0c65148,0
0055e0b53a9f,0
0055e3d63282,0
0055ea03bc2d,0
00563fdfed09,0
00564d03b4c1,0
0056690e9bfa,0
0056ae3fed77,1
0056ff1521e4,0
005724ed9326,1
0057308df349,0
005763d0837f,0
005782af8c3f,0
005789a0baad,0
005865e38d1f,0
005872c5d155,0
0058e77a01f0,0
0058fe8187f3,0
00597dd3625d,0
00597fef52ee,0
0059b5a5e32b,0
0059b9e67e84,0
0059c6e58854,0
0059ec514c34,0
0059f6f3816d,0
005a20639501,0
005a295779cd,0
005a37d50057,0
005a595b9888,0
005a6d39e965,0
005ad72bad01,0
005b7e24c041,0
005b891a6dbc,0
005bd85cf409,0
005c81e0e61f,0
005c82db15ab,0
005c85ed722f,0
005c94273551,1
005cdc3317ed,1
005ceff1c152,0
005d06a5b3dc,0
005d934ad2af,0
005e71f30c59,0
005e974cf006,1
005f182facce,0
005faccb77b6,0
005fad33f7bf,0
00604db838b5,0
00609cdf9fb0,0
0060b1fb2258,0
0060c524b816,0
006125435eea,0
0061541247ed,0
0061b4eebb63,0
006286ab37d8,0
0062d04dab9b,0
006348518012,0
0063666607bb,1
00639914932b,0
0063b998ce9d,0
0064b7958e30,1
0064f0afcac0,0
0065464517b2,0
006561f47f77,0
006577756586,0
006694c709da,0
0066a0af0f0f,1
0066d80dd983,0
0066f4a6bd49,0
00673fc10b36,1
00674bcf1747,0
0067f65cf732,1
006836c481ca,0
00685b3395aa,0
006860c6a2f4,0
0068bd956cc4,0
0069216560f0,0
006935d01166,0
0069aea8993c,1
006a22208e7d,0
006a2764da9e,0
006a546657f8,0
006a8187950b,0
006a9a8e5e3c,1
006aa6b7afb9,1
006aeb219b28,1
006aff084f80,1
006b25602582,1
006b89b91329,0
006c6bfaabc5,0
006cfdc4c064,0
006d0d44fcbf,0
006e3dcb3aa3,0
006e7aef1bd5,1
006f21fd1a0f,0
006f852fdcb2,0
006f8848aacd,0
006fab01fb4d,0
00708fceb24c,0
0070eba08649,1
00717832cd2c,1
0071a9514a37,0
0071be58af39,0
007273b2b036,1
007277a8622d,0
00732e53a839,0
00734a01a154,1
007377c28682,0
00740192b4ca,1
007433fb2803,1
00744cdae36b,0
0074ced5c4c0,0
0074d5d8bb87,0
0075023fadc6,0
00750c368895,0
0075a47d3c9f,1
0075c2612db3,0
00760096c739,0
00762d678c2e,0
0076a585f104,0
0076c588b5c9,0
007758eb0db9,1
00775f09e499,0
0077b2b89d17,1
0077d0119cca,0
0077f0882530,0
00780b0c6d3b,1
0078a56bd418,0
0079175bfc31,1
00799f5a8bca,0
0079e88327b2,0
0079fdd4e634,0
007a8355357a,1
007aa79a8556,0
007aae1dd229,0
007af51b38ec,1
007afbd016cc,0
007b8703a3eb,0
007b8cf78200,1
007d51eb50bb,0
007dbc22c0eb,0
007dcd888929,0
007dd1df962e,1
007de28b7c93,1
007de5ab9985,1
007de6f776d8,0
007e04cf66d2,0
007e27dddda5,1
007e7eea456a,0
007e84f04012,0
007e8dcaacda,0
007ec31fb708,0
007f16336616,0
007f6fd6541a,0
007fe8297b1d,0
00808f249c64,0
0080ab7277b5,0
0080bf261c74,0
0080f61e5ab5,0
0081a90406e5,0
008218519751,0
008237ee8c9b,0
0082d31c30fe,1
00830dc6ddce,0
00835daf93a0,0
008362ade6bc,1
008396fb9676,0
0083d12de81b,0
00840c100b6d,0
00845898f1ee,0
0084c5fa7044,0
0085176342cc,0
008526ceba43,1
0085cb3430a6,1
008607e2590a,0
00860bf9f327,0
00861f643450,0
0087e157095a,0
0088037d2a54,0
00882f0b9731,0
00885770f1bf,0
0088618c00af,0
00887a909c4e,0
00890e17ab0f,1
008928750d36,0
00894fe7b78c,1
00895807396e,1
00895b30575d,1
0089a31a1e61,0
0089f52a4871,0
0089f79a5490,0
008a23b6f857,0
008a467253e6,0
008aa700322d,0
008b169d5465,1
008b2b11ad60,1
008b2c79f833,1
008b5f1d9cf2,1
008b63e40e99,0
008bb9521c14,0
008bd3dc10a1,0
008c0fa95f79,0
008cbd45de41,0
008d260cd126,0
008d2eb5148a,0
008d9804573f,1
008dba5c2668,0
008dc198d015,0
008de621ad76,0
008df6baa753,0
008df964f8b8,1
008ec2acbca0,0
008ed5479c81,1
008eed03e9a4,0
008ef7219b3f,0
008f0b657d1d,0
008f15167885,0
008f3b704d5b,0
008f68fce737,0
008fcb5ccde1,0
008ff15bfbc7,0
00901236a053,1
00904803c003,0
009049c67f84,0
0090bcd55a37,0
00914c788d66,0
009196cc4047,0
0091aa7ca7fd,1
0092076e5c69,0
00920be42cd0,0
009264a8d8c5,0
009310da157a,0
0093254c7348,0
009381cc76d8,0
0093abddb1bc,0
0093c096f1e8,0
00947e5ad419,0
00948dcf066c,0
0094d6659324,1
00954f2952eb,0
0095832b5df9,1
0095a4332414,0
0095aae784de,0
0095e64aeddf,0
009615483e78,0
00964ddd9ada,0
00965a1cbc0e,0
009666fcf5e9,0
0096877d038d,0
00968fcc6e6d,0
0096a3601109,0
0096a93cda61,0
0096ddf21f34,0
0096dea2fca9,0
009795c36fe3,1
0097a3dac471,0
0097b135f7c6,0
0097b14fd0e3,0
0097b57bd0fa,0
0097ce3f81fe,0
0097d471181b,0
0097db5e2854,1
009827fb8920,1
0098e0a5d752,0
0098f36a1c3b,0
00990eed9260,0
00994e78119e,0
0099878d44af,0
0099e78e3a87,1
009a178dcad3,0
009a46299ae4,0
009a85cb0d2c,0
009a9952c494,0
009aa5c0edb3,0
009b04c66e8f,0
009b155e50ce,1
009b2a5f0061,0
009ba817d1a5,1
009beb7b2a4c,0
009bf7be69eb,1
009c074db2c1,0
009c34338534,0
009c3cb4c7e9,0
009cb31ce64d,0
009cc2d7d8f5,0
009d11213d0e,0
009d16546b76,0
009e0e489f01,1
009e15f08cf9,0
009e6ed18084,0
009ee13b3088,0
009f1df2511d,0
009f4cca306d,0
009f6537eb25,0
009fca336bc1,0
009feb19806d,0
00a05b7e3bde,0
00a0b1d271d2,0
00a0cdf14ea7,0
00a14bc363c7,0
00a172666668,0
00a1a7e15210,0
00a1bcc85536,0
00a263f28bb9,1
00a26d982416,0
00a290549fa8,0
00a294da37cc,0
00a2dcb066c0,0
00a34e8c166c,0
00a40128c911,0
00a4afd4c0d1,0
00a4d7d314fd,0
00a5249dac15,0
00a52ff0c075,0
00a55b7a1eee,0
00a5b195804c,0
00a5f25c9d5b,1
00a6595bb356,1
00a686cc40e1,1
00a68dd8776e,0
00a6cb2a2916,1
00a6f9038de4,1
00a7086acbf9,0
00a711b06b0b,0
00a71743d3a6,0
00a731cfa7c9,0
00a75345e155,0
